Saturday 9:00 AM,0.00443242720462,4.67056948922e-304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saturday 10:00 AM,0.00535213039219,0.0,0.0,6.01563226412e-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saturday 11:00 AM,9.6945840037e-13,0.0,0.0,2.83874498766e-283,0.0,0.0,0.0,2.19913539485e-117,0.0,0.0,0.0,0.0,0.0
Saturday 12:00 PM,3.41902398364e-05,3.26847767186e-279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03633539795e-146,1.5901866326922097e-49,2.622675116316724e-304
Saturday 1:00 PM,1.59822150338e-05,2.95925513489e-65,0.0,0.0,0.0,0.0,0.0,4.8794489022e-33,0.0,5.31886554717e-278,7.12538525798e-151,0.0,6.7265592927795e-18
Saturday 2:00 PM,1.93707098636e-09,0.0,1.35421724195e-13,0.0,0.0,7.25060567368e-227,0.0,1.77848728572e-64,0.0,0.0,0.0,3.137536818140959e-261,9.273445002152593e-39
Saturday 3:00 PM,6.52933697119e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43728501368e-125,5.5807395576976565e-99,0.0
Saturday 4:00 PM,5.66831704421e-17,0.0,0.0,1.11624422888e-224,0.0,4.63146730474e-196,0.0,0.0,0.0,0.0,1.99708550541e-203,0.0,0.0
Saturday 5:00 PM,1.35547717254e-16,0.0,2.23584178492e-103,1.73188447201e-132,0.0,0.0,0.0,1.25742251304e-263,2.90375991143e-264,0.0,0.000491351628105,0.0,0.0
Saturday 6:00 PM,8.61018123732e-20,2.49237319088e-169,6.67166129131e-70,1.45933816398e-190,0.0,0.0,0.0,0.0,3.60467192188e-209,0.0,9.38765165736e-73,0.0,0.0
Saturday 7:00 PM,2.22599108664e-30,0.0,9.33076349253e-57,0.0,0.0,1.68316601543e-76,0.0,0.0,0.0,0.0,1.19457360589e-196,9.891272364772792e-53,1.2841664796281027e-184
